06065,2125440,1545374,37.5,580066,1545387,168539,7.9,615621,29.0,11.5,245456,50.0,1771115,144980,30404,119209,7933,51799,950103,876925,83.3,6.8,1.4,5.6,0.4,2.4,44.7,41.3,34563,13881,186,46.7,19.0,32.9,75.0,16.6,280915,31.2,774615,189962,32.5,68.9,146500,17.6,506218,2.98,18689,57590,12.6,61024,29560,913885,123885,13.6,890590,228186,128078,35826055,40227,35164,530055,34.9,137303,2360637,121929,3.9,1.1,6.8,18.2,0.0,29.2,10841798,14081468,16301196,9619,4072,947516,354753,9810213,4670,7207.37,214.4
21025,15575,16100,-3.3,-525,16100,923,5.9,3504,22.5,12.8,1998,50.6,15304,83,17,70,4,97,135,15175,98.3,0.5,0.1,0.4,0.0,0.6,0.9,97.4,198,166,3,68.5,0.4,2.1,57.5,10.0,5463,33.6,7246,434,6.4,76.5,46500,5.0,6170,2.54,11044,24162,31.5,333,21197,5773,599,10.4,4881,42,1212,152725,31290,217,2478,3.6,504,6334,638,0.0,0.0,0.0,0.0,0.0,33.9,0,0,89611,5631,0,0,43540,342285,21646,495.19,32.5
29015,18461,17180,7.5,1281,17180,864,4.7,3400,18.4,25.6,4730,50.8,18017,93,99,22,2,228,229,17795,97.6,0.5,0.5,0.1,0.0,1.2,1.2,96.4,167,277,0,56.1,0.7,2.7,71.8,8.8,4755,27.2,13212,521,4.1,82.2,65700,3.1,7420,2.28,15457,32255,17.5,436,23663,8233,824,10.0,7822,1033,1134,157219,20100,403,2566,6.0,1480,10190,1643,0.0,0.0,0.0,0.0,0.0,20.4,0,0,129792,7325,5,480,222303,163881,8931,705.51,24.3
40119,79727,68186,16.9,11541,68190,4557,5.7,15162,19.0,11.3,9029,49.0,67899,3419,3963,1987,37,2422,2429,65822,85.2,4.3,5.0,2.5,0.0,3.0,3.0,82.6,888,570,3,39.2,4.6,7.1,86.7,34.2,10152,16.8,33687,4362,14.9,55.9,79700,22.5,26680,2.29,15983,39364,18.7,2102,27050,35634,2149,6.0,47963,1488,15582,1558196,32487,1728,23625,19.5,4847,92771,5630,0.0,4.5,0.0,0.0,0.0,27.1,981092,265414,589783,8542,93,17680,356765,458457,5857,686.34,99.4
48005,83675,80130,4.4,3545,80130,6752,8.1,22574,27.0,14.1,11764,50.8,69333,12350,366,770,23,833,15764,54172,82.9,14.8,0.4,0.9,0.0,1.0,18.8,64.7,1371,767,13,57.0,6.9,14.1,71.2,14.7,16023,19.6,34565,2129,6.6,72.4,63600,10.5,28685,2.70,15876,37782,20.1,2694,32627,40038,3335,8.3,49607,3987,6898,2021297,40746,1883,31826,6.2,4997,78499,5857,4.0,0.0,5.1,0.0,0.0,29.6,998803,829215,823097,10229,52,7151,115258,589371,7098,801.56,99.9
12013,13821,13017,6.2,804,13017,845,6.1,2887,20.9,14.9,2058,44.9,11036,2297,183,95,8,202,682,10436,79.8,16.6,1.3,0.7,0.1,1.5,4.9,75.5,176,165,3,67.1,2.2,5.6,69.1,7.7,2749,28.0,5530,280,5.3,80.2,58500,3.4,4468,2.53,12379,33613,20.9,279,20557,5883,512,8.7,4593,213,1006,124464,27099,223,1703,-10.6,757,0,792,0.0,0.0,0.0,0.0,0.0,0.0,0,0,81863,6407,28,4187,39102,98404,7227,567.31,23.0
39117,34642,31628,9.5,3014,31628,2178,6.3,8575,24.8,12.4,4288,49.8,33851,341,108,71,1,270,400,33466,97.7,1.0,0.3,0.2,0.0,0.8,1.2,96.6,451,280,5,59.3,0.5,3.0,78.6,9.5,5660,30.4,13323,1191,9.8,82.2,97400,6.7,11499,2.72,17830,48312,11.1,923,26778,18333,1994,10.9,11134,304,1810,290152,26060,423,4136,-19.0,2566,11330,2501,0.0,0.0,0.0,0.0,0.0,0.0,0,0,150676,4570,38,6437,165023,150859,4378,406.22,77.9
48177,19610,18628,5.3,982,18628,1756,9.0,5546,28.3,15.1,2968,50.1,17446,1615,219,83,45,202,9161,8779,89.0,8.2,1.1,0.4,0.2,1.0,46.7,44.8,325,221,3,61.3,11.0,34.1,62.0,10.7,3877,24.0,8526,331,4.0,69.1,48500,8.1,6782,2.69,14269,34613,19.2,510,26757,10144,557,5.5,11123,853,1474,305807,27493,392,4355,8.8,1199,10802,1351,0.0,0.0,0.0,0.0,0.0,36.3,196624,118845,129048,6849,1,160,654077,154130,8046,1067.75,17.4
29169,46457,41165,12.9,5292,41165,3703,8.0,11963,25.8,7.9,3656,47.6,38291,4850,495,1215,183,1423,3819,35041,82.4,10.4,1.1,2.6,0.4,3.1,8.2,75.4,737,285,6,35.5,4.8,10.2,85.1,18.8,6103,18.8,16659,1251,8.1,58.1,78300,16.5,13433,2.68,14586,44540,14.0,1584,35751,20915,1479,7.1,28683,3286,17219,1565200,54569,736,8265,45.5,1967,51194,2396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,262714,5977,144,21462,123074,752267,16887,547.02,75.3
40033,6281,6614,-5,-333,6614,365,5.8,1517,24.2,16.2,1015,49.6,5274,230,563,13,4,197,415,4978,84.0,3.7,9.0,0.2,0.1,3.1,6.6,79.3,83,82,0,60.1,1.5,4.9,77.0,14.0,1341,25.3,3167,82,2.7,76.6,47200,4.5,2614,2.46,14626,44923,16.8,200,31786,3413,159,4.7,3448,795,1353,87579,25400,91,1619,227.7,368,3347,445,0.0,0.0,0.0,0.0,0.0,0.0,0,10482,26648,4121,2,143,366651,59746,9650,636.64,10.4
